Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     800/12800       mod_mppparam_bcast_real8_ [581]
                0.00    0.00     600/11800       mod_mppparam_bcast_int4_ [583]
                0.00    0.00     400/800         mod_mppparam_bcast_arr_int4_ [631]
                0.00    0.00     400/600         mod_mppparam_bcast_arr_real8_ [640]
                0.00    0.00     200/200         mod_clm_varctl_set_clmvarctl_ [678]
                0.00    0.00     200/200         mod_clm_varctl_clmvarctl_init_ [677]
                0.00    0.00     200/200         mod_clm_hydrology1_hydrology1_readnl_ [662]
-----------------------------------------------
                0.08    0.00     200/200         mod_clm_initialize_initialize2_ [131]
[288]    0.0    0.08    0.00     200         mod_clm_filter_allocfilters_ [288]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
-----------------------------------------------
                0.00    0.00     200/57400       mod_sun_solar_irradiance_ [529]
                0.00    0.00     200/57400       mod_rad_o3blk_read_o3data_ [77]
                0.00    0.00     400/57400       mod_lm_interface_init_surface_model_ [136]
                0.00    0.00     400/57400       mod_split_allocate_mod_split_ [358]
                0.00    0.00     400/57400       mod_mppparam_set_nproc_ [335]
                0.00    0.00     600/57400       mod_moloch_allocate_moloch_ [348]
                0.00    0.00    1800/57400       mod_runparams_allocate_mod_runparams_ [523]
                0.01    0.00    3600/57400       mod_rad_aerosol_allocate_mod_rad_aerosol_ [332]
                0.01    0.00    9000/57400       mod_rad_colmod3_allocate_mod_rad_colmod3_ [334]
                0.01    0.00    9200/57400       mod_ocn_internal_allocate_mod_ocn_internal_ [386]
                0.04    0.00   31600/57400       mod_bats_internal_allocate_mod_bats_internal_ [331]
[289]    0.0    0.08    0.00   57400         mod_memutil_getmem1d_d_ [289]
                0.00    0.00  114800/362400      mod_message_checkalloc_ [552]
                0.00    0.00   57400/57400       mod_space_getspc1d_r8arr_ [561]
-----------------------------------------------
                0.08    0.00     600/600         mod_clm_typeinit_initclmtype_ [104]
[290]    0.0    0.08    0.00     600         mod_clm_typeinit_initclmtype_init_column_eflux_type [290]
-----------------------------------------------
                0.08    0.00     200/200         mod_clm_typeinit_initclmtype_ [104]
[291]    0.0    0.08    0.00     200         mod_clm_typeinit_initclmtype_init_column_nstate_type [291]
-----------------------------------------------
                0.00    0.07 1120800/1120800     mod_date_days_from_reference_to_date_ [219]
[292]    0.0    0.00    0.07 1120800         mod_date_idayofyear_to_monthdate_ [292]
                0.07    0.00 11181600/16097200     mod_date_mdays_leap_ [276]
-----------------------------------------------
                0.07    0.00     200/200         mod_clm_initialize_initialize2_ [131]
[293]    0.0    0.07    0.00     200         mod_clm_urbaninit_urbaninittimeconst_ [293]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
-----------------------------------------------
                0.07    0.00     200/200         mod_clm_initialize_initialize2_ [131]
[294]    0.0    0.07    0.00     200         mod_clm_dust_dustini_ [294]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
-----------------------------------------------
                0.07    0.00   14430/14430       mod_clm_urban_urbanalbedo_ [140]
[295]    0.0    0.07    0.00   14430         mod_clm_urban_urbansnowalbedo_ [295]
-----------------------------------------------
                0.07    0.00     200/200         mod_clm_typeinit_initclmtype_ [104]
[296]    0.0    0.07    0.00     200         mod_clm_typeinit_initclmtype_init_landunit_pstate_type [296]
-----------------------------------------------
                0.07    0.00 47934336/47934336     mod_lm_interface_collect_output_ [38]
[297]    0.0    0.07    0.00 47934336         mod_lm_interface_wlh_ [297]
-----------------------------------------------
                0.07    0.00     400/400         mod_params_param_ [120]
[298]    0.0    0.07    0.00     400         mod_mppparam_real8_2d_exchange_left_right_ [298]
-----------------------------------------------
                0.07    0.00     200/200         mod_params_param_ [120]
[299]    0.0    0.07    0.00     200         mod_micro_nogtom_init_nogtom_ [299]
-----------------------------------------------
                                                 <spontaneous>
[300]    0.0    0.07    0.00                 mod_output_ [300]
-----------------------------------------------
                                                 <spontaneous>
[301]    0.0    0.07    0.00                 mod_pbl_holtbl_pfesat_ [301]
-----------------------------------------------
                0.05    0.01     200/200         mod_lm_interface_initialize_surface_model_ [83]
[302]    0.0    0.05    0.01     200         mod_ocn_common_initocn_ [302]
                0.00    0.00     400/733800      mod_mppparam_cartesian_to_linear_real8_grid_subgrid_ [122]
                0.00    0.00     800/78000       mod_mppparam_cartesian_to_linear_real8_subgrid_subgrid_ [216]
                0.00    0.00     400/39000       mod_mppparam_cartesian_to_linear_integer_subgrid_subgrid_ [217]
                0.00    0.00     200/1094400     mod_mppparam_linear_to_cartesian_real8_subgrid_subgrid_ [142]
                0.00    0.00     200/2076000     mod_timer_is_start_ [311]
-----------------------------------------------
                0.06    0.00     200/200         mod_clm_reweight_reweightwrapup_ [253]
[303]    0.0    0.06    0.00     200         mod_clm_filter_setfilters_ [303]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
-----------------------------------------------
                0.06    0.00 5991792/5991792     mod_capecin_otlift_ [189]
[304]    0.0    0.06    0.00 5991792         mod_capecin_otlift_pfesat [304]
-----------------------------------------------
                0.00    0.00    2400/575400      mod_clm_accflds_initaccclmtype_ [283]
                0.06    0.00  573000/575400      mod_clm_accflds_updateaccflds_ [100]
[305]    0.0    0.06    0.00  575400         mod_clm_accumul_extract_accum_field_sl_ [305]
-----------------------------------------------
                0.03    0.00   38600/77200       mod_clm_hydrology2_hydrology2_ [44]
                0.03    0.00   38600/77200       mod_clm_slakehydrology_slakehydrology_ [128]
[306]    0.0    0.06    0.00   77200         mod_clm_snowhydrology_snowcompaction_ [306]
-----------------------------------------------
                0.00    0.00     200/3600        mod_clm_surfrd_surfrd_wtxy_special_ [355]
                0.00    0.00     200/3600        mod_clm_surfrd_surfrd_wtxy_veg_all_ [274]
                0.00    0.00     200/3600        mod_clm_organicfile_organicrd_ [522]
                0.01    0.00     400/3600        mod_clm_initimeconst_initimeconst_ [172]
                0.04    0.00    2600/3600        mod_clm_urbaninput_urbaninput_ [251]
[307]    0.0    0.06    0.00    3600         mod_clm_nchelper_clm_readvar_real8_2d_par_sg_ [307]
-----------------------------------------------
                0.02    0.00     400/1000        mod_bdycod_init_bdy_ [171]
                0.04    0.00     600/1000        mod_bdycod_bdyin_ [126]
[308]    0.0    0.06    0.00    1000         mod_ncio_read_icbc_ [308]
-----------------------------------------------
                0.06    0.00     200/200         mod_regcm_interface_rcm_initialize_ [70]
[309]    0.0    0.06    0.00     200         mod_message_setup_mesg_ [309]
-----------------------------------------------
                                                 <spontaneous>
[310]    0.0    0.06    0.00                 mod_clm_typeinit_ [310]
-----------------------------------------------
                0.00    0.00     200/2076000     mod_bdycod_init_bdy_ [171]
                0.00    0.00     200/2076000     mod_ocn_common_initocn_ [302]
                0.00    0.00     200/2076000     mod_clm_regcm_initclm45_ [84]
                0.00    0.00   13000/2076000     mod_rad_outrad_radout_ [93]
                0.00    0.00   38600/2076000     mod_clm_regcm_runclm45_ [11]
                0.00    0.00   77200/2076000     mod_clm_histfile_hist_htapes_wrapup_ [236]
                0.01    0.00  384200/2076000     mod_sun_zenitm_ [129]
                0.02    0.00  768400/2076000     mod_output_output_ [12]
                0.02    0.00  794000/2076000     mod_moloch_physical_parametrizations_ [5]
[311]    0.0    0.06    0.00 2076000         mod_timer_is_start_ [311]
-----------------------------------------------
                0.00    0.06    1200/1200        mod_params_param_ [120]
[312]    0.0    0.00    0.06    1200         mod_atm_interface_allocate_v3dbound_ [312]
                0.06    0.00    3600/48000       mod_memutil_getmem3d_d_ [188]
-----------------------------------------------
                0.03    0.02     200/200         mod_clm_staticecosysdyn_interpmonthlyveg_ [280]
[313]    0.0    0.03    0.02     200         mod_clm_staticecosysdyn_readmonthlyvegetation_ [313]
                0.02    0.00    1600/1600        mod_clm_nchelper_clm_readrec_real8_2d_par_sg_ [392]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
                0.00    0.00     200/1800        mod_clm_nchelper_clm_openfile_ [613]
                0.00    0.00     200/2600        mod_clm_nchelper_clm_closefile_ [610]
-----------------------------------------------
                0.00    0.00   20200/25367665     mod_params_param_ [120]
                0.00    0.00   20200/25367665     mod_moloch_init_moloch_ [424]
                0.05    0.00 25327265/25367665     mod_zita_md_zeta_h_ [218]
[314]    0.0    0.05    0.00 25367665         mod_zita_gzita_ [314]
-----------------------------------------------
                0.05    0.00 25327265/25327265     mod_zita_md_fmz_h_ [212]
[315]    0.0    0.05    0.00 25327265         mod_zita_gzitap_ [315]
-----------------------------------------------
                0.01    0.00  121914/1097226     mod_clm_decompinit_decompinit_glcp_ [350]
                0.01    0.00  121914/1097226     mod_clm_initgridcells_set_landunit_veg_compete_ [351]
                0.01    0.00  121914/1097226     mod_clm_initgridcells_set_landunit_crop_noncompete_ [507]
                0.02    0.00  365742/1097226     mod_clm_initgridcells_set_landunit_wet_ice_lake_ [420]
                0.02    0.00  365742/1097226     mod_clm_initgridcells_set_landunit_urban_ [419]
[316]    0.0    0.05    0.00 1097226         mod_clm_subgrid_subgrid_get_gcellinfo_ [316]
-----------------------------------------------
                0.05    0.00    7215/7215        mod_clm_urban_urbanalbedo_ [140]
[317]    0.0    0.05    0.00    7215         mod_clm_urban_incident_direct_ [317]
-----------------------------------------------
                0.05    0.00     200/200         mod_clm_initialize_initialize1_ [102]
[318]    0.0    0.05    0.00     200         mod_clm_decompinit_decompinit_lnd_ [318]
-----------------------------------------------
                                                 <spontaneous>
[319]    0.0    0.05    0.00                 lapack_dgbsv_ [319]
-----------------------------------------------
                                                 <spontaneous>
[320]    0.0    0.05    0.00                 lapack_dgbsv_ieeeck_ [320]
-----------------------------------------------
                                                 <spontaneous>
[321]    0.0    0.05    0.00                 mod_clm_frictionvelocity_stabilityfunc2_ [321]
-----------------------------------------------
                                                 <spontaneous>
[322]    0.0    0.05    0.00                 mod_clm_soilhydrology_ [322]
-----------------------------------------------
                                                 <spontaneous>
[323]    0.0    0.05    0.00                 mod_clm_subgridave_c2l_2d_ [323]
-----------------------------------------------
                                                 <spontaneous>
[324]    0.0    0.05    0.00                 mod_mppparam_allgather_r_ [324]
-----------------------------------------------
                                                 <spontaneous>
[325]    0.0    0.05    0.00                 mod_mppparam_global_to_linear_real4_real8_subgrid_subgrid_ [325]
-----------------------------------------------
                                                 <spontaneous>
[326]    0.0    0.05    0.00                 mod_mppparam_real4_4d_exchange_ [326]
-----------------------------------------------
                                                 <spontaneous>
[327]    0.0    0.05    0.00                 mod_realkinds_ [327]
-----------------------------------------------
                0.00    0.00   79800/503400      mod_date_date_to_days_from_reference_ [417]
                0.02    0.02  423600/503400      mod_date_yeardayfrac_ [223]
[328]    0.0    0.02    0.03  503400         mod_date_idayofyear_ [328]
                0.03    0.00 4469200/16097200     mod_date_mdays_leap_ [276]
-----------------------------------------------
                0.04    0.01     200/200         mod_output_output_ [12]
[329]    0.0    0.04    0.01     200         mod_ncout_newoutfiles_ [329]
                0.01    0.00    4000/242400      mod_mppparam_real8_2d_collect_ [206]
-----------------------------------------------
                0.00    0.00     200/768200      mod_init_init_ [78]
                0.04    0.00  768000/768200      mod_moloch_moloch_ [4]
[330]    0.0    0.05    0.00  768200         mod_bdycod_is_present_qc_ [330]
-----------------------------------------------
                0.00    0.04     200/200         mod_lm_interface_init_surface_model_ [136]
[331]    0.0    0.00    0.04     200         mod_bats_internal_allocate_mod_bats_internal_ [331]
                0.04    0.00   31600/57400       mod_memutil_getmem1d_d_ [289]
                0.00    0.00     400/5600        mod_memutil_getmem1d_i_ [590]
-----------------------------------------------
                0.00    0.04     200/200         mod_rad_interface_allocate_radiation_ [273]
[332]    0.0    0.00    0.04     200         mod_rad_aerosol_allocate_mod_rad_aerosol_ [332]
                0.02    0.00     600/7800        mod_memutil_getmem4d_d_ [228]
                0.02    0.00    1000/48000       mod_memutil_getmem3d_d_ [188]
                0.01    0.00    3600/57400       mod_memutil_getmem1d_d_ [289]
                0.00    0.00    1400/47200       mod_memutil_getmem2d_d_ [272]
-----------------------------------------------
                0.04    0.00    5000/5000        mod_clm_histfile_hist_htapes_wrapup_ [236]
[333]    0.0    0.04    0.00    5000         mod_clm_histfile_htape_timeconst_ [333]
                0.00    0.00    4800/43600       mod_date_curr_time_ [360]
                0.00    0.00    4800/534800      mod_clm_decomp_get_proc_bounds_ [379]
                0.00    0.00   24000/76200       mod_clm_nchelper_clm_writevar_real8_1d_par_sg_ [559]
                0.00    0.00    9600/45200       mod_clm_nchelper_clm_writevar_integer_1d_par_sg_ [566]
                0.00    0.00    4800/4800        mod_clm_nchelper_clm_writerec_real8_0d_ [595]
                0.00    0.00    4800/4800        mod_clm_nchelper_clm_writerec_real8_1d_ [596]
                0.00    0.00    4800/4800        mod_clm_nchelper_clm_writevar_logical_2d_ [597]
                0.00    0.00    4800/9600        mod_clm_nchelper_clm_syncfile_ [585]
                0.00    0.00    2800/119400      mod_clm_nchelper_clm_addvar_ [553]
                0.00    0.00     600/600         mod_clm_nchelper_clm_writevar_real8_1d_ [634]
                0.00    0.00     400/10800       mod_clm_nchelper_clm_addatt_text_ [584]
                0.00    0.00     200/5200        mod_clm_nchelper_clm_writevar_integer_0d_ [593]
                0.00    0.00     200/200         mod_date_ref_date_ [683]
                0.00    0.00     200/200         mod_date_calendar_str_ [681]
-----------------------------------------------
                0.00    0.04     200/200         mod_rad_interface_allocate_radiation_ [273]
[334]    0.0    0.00    0.04     200         mod_rad_colmod3_allocate_mod_rad_colmod3_ [334]
                0.02    0.00    1200/48000       mod_memutil_getmem3d_d_ [188]
                0.01    0.00    9000/57400       mod_memutil_getmem1d_d_ [289]
                0.01    0.00    4200/47200       mod_memutil_getmem2d_d_ [272]
                0.00    0.00     200/5600        mod_memutil_getmem1d_i_ [590]
                0.00    0.00     200/600         mod_memutil_getmem1d_l_ [638]
-----------------------------------------------
                0.04    0.00     200/200         mod_regcm_interface_rcm_initialize_ [70]
[335]    0.0    0.04    0.00     200         mod_mppparam_set_nproc_ [335]
                0.00    0.00     400/57400       mod_memutil_getmem1d_d_ [289]
                0.00    0.00     800/5600        mod_memutil_getmem1d_i_ [590]
                0.00    0.00     400/400         mod_memutil_getmem1d_r_ [646]
                0.00    0.00     400/600         mod_memutil_getmem1d_l_ [638]
-----------------------------------------------
                0.04    0.00   39600/39600       mod_clm_staticecosysdyn_interpmonthlyveg_ [280]
[336]    0.0    0.04    0.00   39600         mod_date_ndaypm_ [336]
                0.00    0.00   39600/16097200     mod_date_mdays_leap_ [276]
-----------------------------------------------
                0.04    0.00   38600/38600       mod_clm_driver_clm_drv_ [18]
[337]    0.0    0.04    0.00   38600         mod_clm_vocemission_vocemission_ [337]
-----------------------------------------------
                0.04    0.00   38600/38600       mod_ocn_common_vecocn_ [95]
[338]    0.0    0.04    0.00   38600         mod_ocn_bats_seaice_ [338]
                0.00    0.00    6517/6517        mod_ocn_bats_pfqsat_ [588]
-----------------------------------------------
                0.00    0.00     200/1800        mod_clm_surfrd_surfrd_wtxy_veg_all_ [274]
                0.02    0.00     800/1800        mod_clm_initimeconst_initimeconst_ [172]
                0.02    0.00     800/1800        mod_clm_surfrd_surfrd_wtxy_special_ [355]
[339]    0.0    0.04    0.00    1800         mod_clm_nchelper_clm_check_var_ [339]
-----------------------------------------------
                0.04    0.00     400/400         mod_clm_typeinit_initclmtype_ [104]
[340]    0.0    0.04    0.00     400         mod_clm_typeinit_initclmtype_init_nitrogen_balance_type [340]
-----------------------------------------------
                0.04    0.00     400/400         mod_clm_typeinit_initclmtype_ [104]
[341]    0.0    0.04    0.00     400         mod_clm_typeinit_initclmtype_init_pft_mflux_type [341]
-----------------------------------------------
                0.04    0.00     200/200         mod_clm_initialize_initialize1_ [102]
[342]    0.0    0.04    0.00     200         mod_clm_atmlnd_init_lnd2atm_type_ [342]
-----------------------------------------------
                0.04    0.00     200/200         mod_params_param_ [120]
[343]    0.0    0.04    0.00     200         mod_ncio_read_domain_info_ [343]
                0.00    0.00    3800/3800        mod_nchelper_read_var2d_static_double_ [600]
                0.00    0.00     400/400         mod_nchelper_get_attribute_char_ [650]
                0.00    0.00     200/400         mod_nchelper_openfile_withname_ [651]
                0.00    0.00     200/400         mod_domain_check_domain_ [645]
                0.00    0.00     200/200         mod_nchelper_read_var1d_static_double_ [722]
                0.00    0.00     200/200         mod_nchelper_closefile_ [721]
-----------------------------------------------
                                                 <spontaneous>
[344]    0.0    0.04    0.00                 mod_clm_histflds_ [344]
-----------------------------------------------
                                                 <spontaneous>
[345]    0.0    0.04    0.00                 mod_clm_staticecosysdyn_ [345]
-----------------------------------------------
                                                 <spontaneous>
[346]    0.0    0.04    0.00                 mod_clm_urban_ [346]
-----------------------------------------------
                                                 <spontaneous>
[347]    0.0    0.04    0.00                 mod_mppparam_linear_to_global_logical_subgrid_subgrid_ [347]
-----------------------------------------------
                0.00    0.04     200/200         mod_params_param_ [120]
[348]    0.0    0.00    0.04     200         mod_moloch_allocate_moloch_ [348]
                0.03    0.00    2200/48000       mod_memutil_getmem3d_d_ [188]
                0.00    0.00    1000/47200       mod_memutil_getmem2d_d_ [272]
                0.00    0.00     600/57400       mod_memutil_getmem1d_d_ [289]
-----------------------------------------------
                0.00    0.02   26000/52400       mod_rad_aerosol_read_aeroppdata_ [20]
                0.00    0.02   26400/52400       mod_rad_o3blk_read_o3data_ [77]
[349]    0.0    0.00    0.04   52400         mod_date_monmiddle_ [349]
                0.00    0.01   52400/1120800     mod_date_days_from_reference_to_date_ [219]
                0.00    0.01   52400/79800       mod_date_date_to_days_from_reference_ [417]
                0.01    0.00   52400/53400       mod_date_date_time_to_internal_ [443]
                0.00    0.00   52400/16097200     mod_date_mdays_leap_ [276]
-----------------------------------------------
                0.03    0.01     200/200         mod_clm_initialize_initialize1_ [102]
[350]    0.0    0.03    0.01     200         mod_clm_decompinit_decompinit_glcp_ [350]
                0.01    0.00  121914/1097226     mod_clm_subgrid_subgrid_get_gcellinfo_ [316]
                0.00    0.00     600/2200        mod_mppparam_sumall_int4_ [612]
                0.00    0.00     600/600         mod_mppparam_allgather_i_ [639]
-----------------------------------------------
                0.03    0.01  121914/121914      mod_clm_initgridcells_initgridcells_ [262]
[351]    0.0    0.03    0.01  121914         mod_clm_initgridcells_set_landunit_veg_compete_ [351]
                0.01    0.00  121914/1097226     mod_clm_subgrid_subgrid_get_gcellinfo_ [316]
-----------------------------------------------
                0.03    0.01     400/400         mod_sun_zenitm_ [129]
[352]    0.0    0.03    0.01     400         mod_sun_solar1_ [352]
                0.01    0.00     200/200         mod_sunorbit_orb_params_ [465]
                0.00    0.00     400/39400       mod_date_yearpoint_ [430]
                0.00    0.00     400/39400       mod_sunorbit_orb_decl_ [444]
-----------------------------------------------
                0.00    0.00    2000/48200       mod_clm_histfile_hist_addfld2d_ [286]
                0.03    0.00   46200/48200       mod_clm_histfile_hist_addfld1d_ [196]
[353]    0.0    0.04    0.00   48200         mod_clm_histfile_pointer_index_ [353]
-----------------------------------------------
                0.02    0.01     200/200         mod_bdycod_init_bdy_ [171]
[354]    0.0    0.02    0.01     200         mod_ncio_open_icbc_ [354]
                0.00    0.01   24800/24800       mod_date_timeval2date_double_ [429]
                0.00    0.00   24800/1305800     mod_date_initfromtypedt_ [363]
                0.00    0.00     200/600         mod_date_tochar10_ [531]
                0.00    0.00     200/400         mod_nchelper_openfile_withname_ [651]
                0.00    0.00     200/400         mod_domain_check_domain_ [645]
-----------------------------------------------
                0.01    0.02     200/200         mod_clm_surfrd_surfrd_get_data_ [258]
[355]    0.0    0.01    0.02     200         mod_clm_surfrd_surfrd_wtxy_special_ [355]
                0.02    0.00     800/1800        mod_clm_nchelper_clm_check_var_ [339]
                0.00    0.00     200/3600        mod_clm_nchelper_clm_readvar_real8_2d_par_sg_ [307]
                0.00    0.00     600/3400        mod_clm_nchelper_clm_readvar_real8_1d_par_sg_ [450]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
                0.00    0.00     200/400         mod_clm_nchelper_clm_check_dimlen_ [643]
-----------------------------------------------
                0.00    0.02   38600/77200       mod_clm_time_manager_is_end_curr_year_ [422]
                0.00    0.02   38600/77200       mod_clm_time_manager_is_middle_curr_year_ [423]
[356]    0.0    0.00    0.03   77200         mod_date_daymon_is_ [356]
                0.01    0.02   77200/77200       mod_date_split_rcm_date_ [357]
-----------------------------------------------
                0.01    0.02   77200/77200       mod_date_daymon_is_ [356]
[357]    0.0    0.01    0.02   77200         mod_date_split_rcm_date_ [357]
                0.01    0.02   77200/1120800     mod_date_days_from_reference_to_date_ [219]
-----------------------------------------------
                0.00    0.03     200/200         mod_params_param_ [120]
[358]    0.0    0.00    0.03     200         mod_split_allocate_mod_split_ [358]
                0.02    0.00    1000/48000       mod_memutil_getmem3d_d_ [188]
                0.01    0.00     400/7800        mod_memutil_getmem4d_d_ [228]
                0.00    0.00    1000/47200       mod_memutil_getmem2d_d_ [272]
                0.00    0.00     400/57400       mod_memutil_getmem1d_d_ [289]
-----------------------------------------------
                0.00    0.03     200/200         mod_params_param_ [120]
[359]    0.0    0.00    0.03     200         mod_che_bdyco_allocate_mod_che_bdyco_ [359]
                0.03    0.00     800/7800        mod_memutil_getmem4d_d_ [228]
                0.00    0.00     200/48000       mod_memutil_getmem3d_d_ [188]
                0.00    0.00     400/47200       mod_memutil_getmem2d_d_ [272]
                0.00    0.00     200/5600        mod_memutil_getmem1d_i_ [590]
-----------------------------------------------
                0.00    0.00     200/43600       mod_clm_histfile_hist_htapes_build_ [207]
                0.00    0.00    4800/43600       mod_clm_histfile_htape_timeconst_ [333]
                0.03    0.00   38600/43600       mod_clm_histfile_hist_htapes_wrapup_ [236]
[360]    0.0    0.03    0.00   43600         mod_date_curr_time_ [360]
                0.00    0.00     200/800         mod_date_initfromintdt_ [528]
                0.00    0.00     200/200         mod_date_set_caltype_ [684]
-----------------------------------------------
                0.00    0.03     200/200         MAIN_ [1]
[361]    0.0    0.00    0.03     200         mod_regcm_interface_rcm_finalize_ [361]
                0.02    0.00     200/200         mod_timer_cleanup_ [397]
                0.01    0.00     200/200         mod_ncout_dispose_output_streams_ [464]
                0.00    0.00     200/600         mod_date_tochar10_ [531]
                0.00    0.00     200/200         mod_ncio_close_icbc_ [723]
                0.00    0.00     200/200         mod_header_checktime_ [685]
                0.00    0.00     200/200         mod_rad_interface_closeo3_ [726]
                0.00    0.00     200/200         mod_rad_o3blk_close_o3data_ [728]
                0.00    0.00     200/200         mod_memutil_memory_destroy_ [715]
                0.00    0.00     200/200         mod_memutil_finalize_pool5d_d_ [710]
                0.00    0.00     200/200         mod_header_finaltime_ [686]
-----------------------------------------------
                0.03    0.00     200/200         mod_clm_initialize_initialize2_ [131]
[362]    0.0    0.03    0.00     200         mod_clm_urbaninit_urbaninittimevar_ [362]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
-----------------------------------------------
                0.00    0.00     200/1305800     mod_output_output_ [12]
                0.00    0.00     200/1305800     mod_params_param_ [120]
                0.00    0.00     200/1305800     mod_clm_regcm_initclm45_ [84]
                0.00    0.00     200/1305800     mod_timer_init_timer_ [433]
                0.00    0.00     600/1305800     mod_clm_time_manager_get_curr_yearpoint_ [533]
                0.00    0.00    1000/1305800     mod_bdycod_init_bdy_ [171]
                0.00    0.00    1200/1305800     mod_bdycod_bdyin_ [126]
                0.00    0.00    1600/1305800     mod_timer_init_alarm_ [537]
                0.00    0.00   21200/1305800     mod_timer_alarm_check_ [259]
                0.00    0.00   24800/1305800     mod_ncio_open_icbc_ [354]
                0.00    0.00   24800/1305800     mod_date_timeval2date_double_ [429]
                0.00    0.00   26200/1305800     mod_date_sub_interval_ [428]
                0.00    0.00   26200/1305800     mod_date_prevmon_ [426]
                0.00    0.00   38600/1305800     mod_clm_driver_clm_drv_ [18]
                0.00    0.00   39000/1305800     mod_rad_aerosol_read_aeroppdata_ [20]
                0.00    0.00   39600/1305800     mod_rad_o3blk_read_o3data_ [77]
                0.00    0.00   52200/1305800     mod_date_curr_date_ [381]
                0.00    0.00   77200/1305800     mod_clm_regcm_runclm45_ [11]
                0.01    0.00  384000/1305800     mod_timer_step_timer_ [209]
                0.01    0.00  546800/1305800     mod_date_add_interval_ [431]
[363]    0.0    0.03    0.00 1305800         mod_date_initfromtypedt_ [363]
-----------------------------------------------
                0.03    0.00     800/800         mod_memutil_getmem3d_r_ [184]
[364]    0.0    0.03    0.00     800         mod_space_getspc3d_r4arr_ [364]
-----------------------------------------------
                0.03    0.00     200/200         mod_clm_initimeconst_initimeconst_ [172]
[365]    0.0    0.03    0.00     200         mod_clm_nchelper_clm_readvar_integer_0d_ [365]
-----------------------------------------------
                0.03    0.00     200/200         mod_bdycod_init_bdy_ [171]
[366]    0.0    0.03    0.00     200         mod_ncio_we_have_qi_ [366]
-----------------------------------------------
                                                 <spontaneous>
[367]    0.0    0.03    0.00                 lapack_dgbsv_dtrsm_ [367]
-----------------------------------------------
                                                 <spontaneous>
[368]    0.0    0.03    0.00                 mod_clm_initimeconst_ [368]
-----------------------------------------------
                                                 <spontaneous>
[369]    0.0    0.03    0.00                 mod_clm_nchelper_clm_readvar_real4_1d_ [369]
-----------------------------------------------
                                                 <spontaneous>
[370]    0.0    0.03    0.00                 mod_clm_surfrd_ [370]
-----------------------------------------------
                                                 <spontaneous>
[371]    0.0    0.03    0.00                 mod_runparams_ [371]
-----------------------------------------------
                0.00    0.00   38400/819000      mod_clm_regcm_runclm45_ [11]
                0.03    0.00  780600/819000      mod_moloch_physical_parametrizations_ [5]
[372]    0.0    0.03    0.00  819000         mod_timer_syncro_willact_ [372]
-----------------------------------------------
                0.00    0.00     400/107200      mod_bdycod_init_bdy_ [171]
                0.00    0.00     600/107200      mod_bdycod_bdyin_ [126]
                0.00    0.00     600/107200      mod_params_param_ [120]
                0.03    0.00  105600/107200      mod_lm_interface_collect_output_ [38]
[373]    0.0    0.03    0.00  107200         mod_mppparam_real8_2d_exchange_ [373]
-----------------------------------------------
                0.03    0.00   38600/38600       mod_clm_hydrology2_hydrology2_ [44]
[374]    0.0    0.03    0.00   38600         mod_clm_snowhydrology_dividesnowlayers_ [374]
-----------------------------------------------
                0.03    0.00   13000/13000       mod_ocn_common_albedoocn_ [222]
[375]    0.0    0.03    0.00   13000         mod_ocn_albedo_ocn_albedo_ [375]
-----------------------------------------------
                0.03    0.00     400/400         mod_clm_typeinit_initclmtype_ [104]
[376]    0.0    0.03    0.00     400         mod_clm_typeinit_initclmtype_init_energy_balance_type [376]
-----------------------------------------------
                0.03    0.00     200/200         mod_clm_initialize_initialize1_ [102]
[377]    0.0    0.03    0.00     200         mod_clm_atmlnd_init_atm2lnd_type_ [377]
-----------------------------------------------
                0.03    0.00     200/200         mod_regcm_interface_rcm_initialize_ [70]
[378]    0.0    0.03    0.00     200         mod_mppparam_broadcast_params_ [378]
                0.00    0.00    1200/5400        mod_mppparam_bcast_arr_character_ [592]
-----------------------------------------------
                0.00    0.00     200/534800      mod_clm_regcm_initclm45_ [84]
                0.00    0.00     200/534800      mod_clm_initialize_initialize1_ [102]
                0.00    0.00     200/534800      mod_clm_initialize_initialize2_ [131]
                0.00    0.00     200/534800      mod_clm_initimeconst_initimeconst_ [172]
                0.00    0.00     200/534800      mod_clm_surfrd_surfrd_get_grid_ [194]
                0.00    0.00     200/534800      mod_clm_surfrd_surfrd_get_data_ [258]
                0.00    0.00     200/534800      mod_clm_surfrd_surfrd_wtxy_special_ [355]
                0.00    0.00     200/534800      mod_clm_surfrd_surfrd_wtxy_veg_all_ [274]
                0.00    0.00     200/534800      mod_clm_dust_dustini_ [294]
                0.00    0.00     200/534800      mod_clm_filter_allocfilters_ [288]
                0.00    0.00     200/534800      mod_clm_filter_setfilters_ [303]
