Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     200/534800      mod_clm_urbaninit_urbaninitaero_ [538]
                0.00    0.00     200/534800      mod_clm_urbaninit_urbaninittimeconst_ [293]
                0.00    0.00     200/534800      mod_clm_urbaninit_urbaninittimevar_ [362]
                0.00    0.00     200/534800      mod_clm_typeinit_initclmtype_ [104]
                0.00    0.00     200/534800      mod_clm_initgridcells_clm_ptrs_check_ [437]
                0.00    0.00     200/534800      mod_clm_initslake_makearbinit_ [438]
                0.00    0.00     200/534800      mod_clm_initslake_inittimeconst_ [388]
                0.00    0.00     200/534800      mod_clm_mkarbinit_mkregcminit_ [176]
                0.00    0.00     200/534800      mod_clm_staticecosysdyn_ecosystemdynini_ [439]
                0.00    0.00     200/534800      mod_clm_staticecosysdyn_readmonthlyvegetation_ [313]
                0.00    0.00     200/534800      mod_clm_initsurfalb_initsurfalb_ [192]
                0.00    0.00     200/534800      mod_clm_accflds_initaccclmtype_ [283]
                0.00    0.00     400/534800      mod_clm_urbaninput_urbaninput_ [251]
                0.00    0.00     400/534800      mod_clm_initgridcells_initgridcells_ [262]
                0.00    0.00     400/534800      mod_clm_subgridrest_subgridrest_ [434]
                0.00    0.00     400/534800      mod_clm_biogeophysrest_biogeophysrest_ [436]
                0.00    0.00     600/534800      mod_clm_reweight_reweightwrapup_ [253]
                0.00    0.00    2000/534800      mod_clm_histfile_hist_addfld2d_ [286]
                0.00    0.00    3000/534800      mod_clm_accumul_init_accum_field_ [266]
                0.00    0.00    4800/534800      mod_clm_histfile_htape_timeconst_ [333]
                0.00    0.00   37600/534800      mod_clm_histfile_htape_addfld_ [213]
                0.00    0.00   38600/534800      mod_clm_regcm_atmosphere_to_land_ [22]
                0.00    0.00   38600/534800      mod_clm_regcm_land_to_atmosphere_ [15]
                0.00    0.00   38600/534800      mod_clm_accflds_updateaccflds_ [100]
                0.00    0.00   38600/534800      mod_clm_histfile_hist_update_hbuf_ [48]
                0.00    0.00   38800/534800      mod_clm_atmlnd_clm_map2gcell_ [65]
                0.00    0.00   46200/534800      mod_clm_histfile_hist_addfld1d_ [196]
                0.00    0.00   48200/534800      mod_clm_histfile_masterlist_addfld_ [275]
                0.01    0.00  193000/534800      mod_clm_driver_clm_drv_ [18]
[379]    0.0    0.03    0.00  534800         mod_clm_decomp_get_proc_bounds_ [379]
-----------------------------------------------
                0.00    0.01    4800/15000       mod_ncout_setup_common_vars_ [418]
                0.00    0.02   10200/15000       mod_ncout_init_output_streams_ [178]
[380]    0.0    0.00    0.03   15000         mod_ncout_setup_var_2d_ [380]
                0.03    0.00   11400/47200       mod_memutil_getmem2d_d_ [272]
-----------------------------------------------
                0.00    0.00     200/52200       mod_clm_subgridrest_subgridrest_ [434]
                0.00    0.00     200/52200       mod_clm_histfile_hist_htapes_wrapup_ [236]
                0.00    0.00   13200/52200       mod_clm_staticecosysdyn_interpmonthlyveg_ [280]
                0.01    0.01   38600/52200       mod_clm_accflds_updateaccflds_ [100]
[381]    0.0    0.01    0.02   52200         mod_date_curr_date_ [381]
                0.00    0.01   52200/1120800     mod_date_days_from_reference_to_date_ [219]
                0.00    0.00   52200/1305800     mod_date_initfromtypedt_ [363]
-----------------------------------------------
                0.03    0.00     200/200         mod_params_param_ [120]
[382]    0.0    0.03    0.00     200         mod_slice_init_slice_ [382]
                0.00    0.00     200/25000       mod_memutil_assignp2d_d_ [447]
                0.00    0.00    2800/22800       mod_memutil_assignp3d_d_ [573]
                0.00    0.00     400/3000        mod_memutil_assignp4d_d_ [602]
-----------------------------------------------
                0.03    0.00  384000/384000      mod_moloch_physical_parametrizations_ [5]
[383]    0.0    0.03    0.00  384000         mod_micro_interface_microscheme_ [383]
-----------------------------------------------
                0.03    0.00  384000/384000      mod_moloch_physical_parametrizations_ [5]
[384]    0.0    0.03    0.00  384000         mod_pbl_interface_pblscheme_ [384]
-----------------------------------------------
                0.01    0.01     200/200         mod_params_param_ [120]
[385]    0.0    0.01    0.01     200         mod_cu_common_init_mod_cumulus_ [385]
                0.01    0.00     200/7800        mod_memutil_getmem4d_d_ [228]
                0.01    0.00     400/48000       mod_memutil_getmem3d_d_ [188]
                0.00    0.00     400/3200        mod_memutil_getmem2d_i_ [451]
                0.00    0.00     200/47200       mod_memutil_getmem2d_d_ [272]
-----------------------------------------------
                0.01    0.01     200/200         mod_lm_interface_init_surface_model_ [136]
[386]    0.0    0.01    0.01     200         mod_ocn_internal_allocate_mod_ocn_internal_ [386]
                0.01    0.00    9200/57400       mod_memutil_getmem1d_d_ [289]
                0.00    0.00     800/5600        mod_memutil_getmem1d_i_ [590]
-----------------------------------------------
                0.00    0.02     200/200         mod_clm_initialize_initialize2_ [131]
[387]    0.0    0.00    0.02     200         mod_clm_initslake_initslake_ [387]
                0.02    0.00     200/200         mod_clm_initslake_inittimeconst_ [388]
-----------------------------------------------
                0.02    0.00     200/200         mod_clm_initslake_initslake_ [387]
[388]    0.0    0.02    0.00     200         mod_clm_initslake_inittimeconst_ [388]
                0.00    0.00     200/534800      mod_clm_decomp_get_proc_bounds_ [379]
                0.00    0.00     200/90600       mod_clm_decomp_get_proc_global_ [554]
-----------------------------------------------
                0.02    0.00 5991792/5991792     mod_heatindex_heatindex_ [39]
[389]    0.0    0.02    0.00 5991792         mod_heatindex_find_t_ [389]
-----------------------------------------------
                0.02    0.00  575800/575800      mod_clm_histfile_hist_htapes_build_ [207]
[390]    0.0    0.02    0.00  575800         mod_clm_histfile_hist_do_disp_ [390]
-----------------------------------------------
                0.02    0.00    7215/7215        mod_clm_urban_urbanalbedo_ [140]
[391]    0.0    0.02    0.00    7215         mod_clm_urban_incident_diffuse_ [391]
-----------------------------------------------
                0.02    0.00    1600/1600        mod_clm_staticecosysdyn_readmonthlyvegetation_ [313]
[392]    0.0    0.02    0.00    1600         mod_clm_nchelper_clm_readrec_real8_2d_par_sg_ [392]
-----------------------------------------------
                0.02    0.00     400/400         mod_params_param_ [120]
[393]    0.0    0.02    0.00     400         mod_mppparam_real8_2d_exchange_bottom_top_ [393]
-----------------------------------------------
                0.02    0.00     200/200         mod_clm_accflds_initaccflds_ [252]
[394]    0.0    0.02    0.00     200         mod_clm_accumul_print_accum_fields_ [394]
-----------------------------------------------
                0.02    0.00     200/200         mod_clm_initialize_initialize2_ [131]
[395]    0.0    0.02    0.00     200         mod_clm_urban_urbanclumpinit_ [395]
-----------------------------------------------
                0.02    0.00     200/200         mod_regcm_interface_rcm_initialize_ [70]
[396]    0.0    0.02    0.00     200         mod_memutil_memory_init_ [396]
                0.00    0.00    5200/362400      mod_message_checkalloc_ [552]
-----------------------------------------------
                0.02    0.00     200/200         mod_regcm_interface_rcm_finalize_ [361]
[397]    0.0    0.02    0.00     200         mod_timer_cleanup_ [397]
-----------------------------------------------
                                                 <spontaneous>
[398]    0.0    0.02    0.00                 mod_clm_baregroundfluxes_ [398]
-----------------------------------------------
                                                 <spontaneous>
[399]    0.0    0.02    0.00                 mod_clm_control_ [399]
-----------------------------------------------
                                                 <spontaneous>
[400]    0.0    0.02    0.00                 mod_clm_driver_ [400]
-----------------------------------------------
                                                 <spontaneous>
[401]    0.0    0.02    0.00                 mod_clm_dynland_ [401]
-----------------------------------------------
                                                 <spontaneous>
[402]    0.0    0.02    0.00                 mod_clm_filter_ [402]
-----------------------------------------------
                                                 <spontaneous>
[403]    0.0    0.02    0.00                 mod_clm_nchelper_clm_writerec_real4_3d_ [403]
-----------------------------------------------
                                                 <spontaneous>
[404]    0.0    0.02    0.00                 mod_clm_nchelper_clm_writerec_real8_3d_par_gg_ [404]
-----------------------------------------------
                                                 <spontaneous>
[405]    0.0    0.02    0.00                 mod_clm_pftdyn_pftdyn_interp_ [405]
-----------------------------------------------
                                                 <spontaneous>
[406]    0.0    0.02    0.00                 mod_clm_reweight_ [406]
-----------------------------------------------
                                                 <spontaneous>
[407]    0.0    0.02    0.00                 mod_clm_subgridave_p2l_2d_ [407]
-----------------------------------------------
                                                 <spontaneous>
[408]    0.0    0.02    0.00                 mod_clm_time_manager_get_calday_ [408]
-----------------------------------------------
                                                 <spontaneous>
